% Model,2DPnC_unit_cell.mph
% Version,COMSOL 6.2.0.415
% Date,"May 8 2025, 17:34"
% Table,Eigenfrequencies (Study 1) - 
% k,Eigenfrequency (kHz),Angular frequency (rad/s),Damping ratio (1),Quality factor (1)
0.25,40.35445638935856,253554.52746483707,1.1716743984771024E-17,4.2673971595682296E16
0.25,50.11808671043057,314901.2260429298,1.1870122867813865E-17,4.2122563141765152E16
0.25,57.80697088806864,363211.9101364709,3.149932561755849E-17,1.5873355705154776E16
0.25,67.90044167078335-3.826395938615623E-12i,426631.05745687045-2.4041954740961324E-8i,-5.6353034596858444E-14,-8.87263664817571E12
0.25,69.28319132596144-2.5813282622585095E-10i,435319.12977379304-1.6218963810430079E-6i,-3.7257640891770635E-12,-1.3420066006123286E11
0.25,70.6136470027915-1.0144990955064649E-9i,443678.6293343053-6.3742858110332E-6i,-1.436689844763803E-11,-3.480222274990757E10
0.25,71.18010061894611-2.434370735265188E-10i,447237.7623725268-1.5295602436046196E-6i,-3.4200158669306906E-12,-1.461981521298401E11
0.25,72.9269015854372-1.0080304488618706E-9i,458213.23653975065-6.3336421054785494E-6i,-1.3822477397876515E-11,-3.617296564194872E10
0.25,77.79311192828897+9.475374157591104E-9i,488788.53786760225+5.953553168700558E-5i,1.218022254505729E-10,4.1050153078106036E9
0.30000000000000004,6.124594315473497-1.1124851692588644E-14i,38481.96101541869-6.989950469942492E-11i,-1.8164226264721296E-15,-2.7526633544039472E14
0.30000000000000004,11.077262497611608-2.399477369362236E-15i,69600.4929687647-1.5076360952086727E-11i,-2.1661284725170977E-16,-2.308265674653115E15
0.30000000000000004,21.75856388659725-9.985309449576793E-15i,136713.0889175962-6.273954962122238E-11i,-4.589139936633182E-16,-1.0895287720662199E15
0.30000000000000004,32.55700088975568+5.771878711715135E-15i,204561.66963634558+3.626578351627117E-11i,1.7728533200155126E-16,2.820312286160397E15
0.30000000000000004,32.71122051191349-1.3773414677014949E-14i,205530.66010036634-8.654091672831198E-11i,-4.210608611194634E-16,-1.1874767905776452E15
0.30000000000000004,38.53801305247952-9.02549279041102E-15i,242141.47737923442-5.67088436907658E-11i,-2.341971491400054E-16,-2.134953400739712E15
0.30000000000000004,40.466638250536306,254259.38688672116,7.950132632816605E-17,6.289203250975927E15
0.30000000000000004,49.99547165786696+1.0015236983803195E-14i,314130.8129462231+6.292758986455383E-11i,2.0032288228702537E-16,2.4959704767206435E15
0.30000000000000004,58.26108412761207,366065.187770966,6.856774025039246E-17,7.292058892040535E15
0.30000000000000004,67.79529705881885-6.7312053587337236E-12i,425970.414375846-4.229341060960423E-8i,-9.92872020738218E-14,-5.035895760545665E12
0.30000000000000004,69.05721485108249-3.676760375156897E-10i,433899.27770706546-2.3101766767205917E-6i,-5.3242233749009395E-12,-9.391040998712846E10
0.30000000000000004,69.83893688776823-2.3212797481838454E-10i,438810.9821222678-1.4585030807642266E-6i,-3.3237615743122806E-12,-1.504319695685317E11
0.30000000000000004,70.85137674910067+2.3581524783039357E-9i,445172.3293833946+1.4816709003768417E-5i,3.328308617988667E-11,1.502264535498981E10
0.30000000000000004,73.22965973693736-6.46934080563977E-10i,460115.52210888534-4.0648067097133145E-6i,-8.834317718912745E-12,-5.659746637021969E10
0.30000000000000004,77.71808581070503+1.0551383006914039E-9i,488317.1348679441+6.629629467946665E-6i,1.3576483384592923E-11,3.682838816474506E10
0.35000000000000003,7.13555664032646-8.611501165922176E-15i,44834.02464104694-5.410765759848209E-11i,-1.2068436423382086E-15,-4.143038770385127E14
0.35000000000000003,12.855315213066769-1.820014024570004E-14i,80772.32766590333-1.1435485378039037E-10i,-1.4157677150693694E-15,-3.5316527893525325E14
0.35000000000000003,21.888323146118346-2.0510957955557798E-14i,137528.39039048966-1.28874149662539E-10i,-9.37073060308651E-16,-5.3357632523904925E14
0.35000000000000003,32.42846380858831+6.954466762720817E-15i,203754.04733652706+4.3696203382796214E-11i,2.1445563390761065E-16,2.331484563447768E15
0.35000000000000003,32.656774469737144+7.482068610321071E-15i,205188.56552812984+4.701122355967894E-11i,2.291122969678057E-16,2.1823359401361978E15
0.35000000000000003,38.109143796441415-6.8179650600582116E-15i,239446.81237099477-4.283853789022154E-11i,-1.7890627762397707E-16,-2.79475939380335E15
0.35000000000000003,40.60779556600177,255146.30445725465,4.480365604285955E-17,1.1159803555354854E16
0.35000000000000003,49.84386120158553,313178.21635490085,5.093903234854181E-17,9.815655636699842E15
0.35000000000000003,58.760479662687025,369202.98245942,-4.06040404293427E-17,-1.2314045467225784E16
0.35000000000000003,67.56873992381428+3.238872819750127E-12i,424546.91391394864+2.0350438112877312E-8i,4.79344860271488E-14,1.043090354023643E13
0.35000000000000003,68.66265383805289+3.150027664271695E-10i,431420.17774721194+1.9792207537361142E-6i,4.587687029547855E-12,1.089873822646699E11
0.35000000000000003,68.85085760766387+6.121460721465834E-10i,432602.69690718746+3.846227206359108E-6i,8.890899742088974E-12,5.623727794758844E10
0.35000000000000003,71.02081058437659+1.6735053278340195E-9i,446236.9135677395+1.0514944087333468E-5i,2.3563590925871E-11,2.1219176719412434E10
0.35000000000000003,73.52405217912023-5.387691896828432E-10i,461965.2443761535-3.385186656576292E-6i,-7.327795105338956E-12,-6.8233348887676346E10
0.35000000000000003,77.63109917402046-3.2917223949957627E-9i,487770.5817104067-2.0682501787551373E-5i,-4.2402109850550074E-11,-1.1791866059549715E10
0.4,8.141459267200359+3.4605275609833994E-15i,51154.297246674374+2.1743135926260905E-11i,4.2505003678208995E-16,1.1763320944172382E15
0.4,14.598291506165726-1.39879690614304E-14i,91723.77070146504-8.788900168406212E-11i,-9.581922004723943E-16,-5.2181597778973475E14
0.4,22.01480660052316-1.7902800989803912E-14i,138323.1093728073-1.124866161364961E-10i,-8.132163645434191E-16,-6.148425213758768E14
0.4,32.2638369403008+1.143846900649831E-14i,202719.66621653593+7.187002039825926E-11i,3.5452909793907695E-16,1.4103214740526632E15
0.4,32.590169837735594-1.2309092590106382E-14i,204770.07628294762-7.734030970686954E-11i,-3.776934164931505E-16,-1.323825034183691E15
0.4,37.6899186593009,236812.74314891314,-8.993361109533447E-17,-5.559656661289549E15
0.4,40.78256268009688,256244.39862071525,-6.879395920459671E-17,-7.268080014307284E15
0.4,49.66563670278206+6.013574639597549E-15i,312058.39880263945+3.778440381914709E-11i,1.2108119494339824E-16,4.129460402449239E15
0.4,59.29048248992488,372533.0884362845,-1.684505256159839E-17,-2.9682305719831844E16
0.4,66.76199984217119-1.5795002445105375E-12i,419478.0164862559-9.924292728995173E-9i,-2.3658671822961525E-14,-2.113389981236112E13
0.4,68.02092464583076+6.137877062111767E-12i,427388.07431545365+3.856541897393526E-8i,9.023513123454694E-14,5.54107910255438E12
0.4,68.66874318709151+9.140531724383118E-11i,431458.43825562164+5.743165463045289E-7i,1.3311051433516515E-12,3.7562772745436676E11
0.4,71.21649056306615+3.939186280668171E-10i,447466.4071347508+2.4750637360937653E-6i,5.531283905628296E-12,9.03949261203589E10
0.4,73.80382928011896-8.789623967677521E-10i,463723.1357464339-5.522683616934494E-6i,-1.1909441628451171E-11,-4.1983496422327675E10
0.4,77.53358715585158-7.803568430485731E-9i,487157.89563057455-4.903126650599841E-5i,-1.0064758663622315E-10,-4.9678290032644415E9
0.45,9.141154120850699+5.478658839076612E-15i,57435.565262793236+3.442342872073574E-11i,5.993399483966642E-16,8.342510812729648E14
0.45,16.298503906501377-6.42281636383123E-15i,102406.52027433853-4.0355745407937E-11i,-3.940739837641912E-16,-1.2687972832512425E15
0.45,22.12784724380324-1.859017816798398E-14i,139033.36468177882-1.1680553432292767E-10i,-8.40125926537659E-16,-5.951488749556966E14
0.45,32.058724002307116+1.089291730067694E-14i,201430.9036182216+6.844221793593568E-11i,3.3978012661679946E-16,1.4715398601398922E15
0.45,32.509554854299786,204263.5574034852,-7.52770759193762E-17,-6.64212834908085E15
0.45,37.30021727302887,234364.17712450124,-8.403881961175186E-17,-5.949631400225911E15
0.45,40.99648728043961,257588.52652643292,-1.5696379719422763E-17,-3.1854479117964888E16
0.45,49.46471451816796+1.1933192189817278E-14i,310795.9674843857+7.497845783481012E-11i,2.4124655941225174E-16,2.072568418045623E15
0.45,59.83653210830855,375964.0193755038,-2.442578467771472E-17,-2.0470171443711428E16
0.45,65.46163934723322-3.116797040377579E-14i,411307.61053042486-1.9583413369561227E-10i,-4.761257236234053E-16,-1.0501427988282319E15
0.45,67.84383056209691+1.0804558842628936E-11i,426275.3593705486+6.788704537056341E-8i,1.5925632077539625E-13,3.139592812175815E12
0.45,68.51435506237983+1.3448305323588726E-11i,430488.3890588303+8.449819441563769E-8i,1.9628449120398974E-13,2.547323005159752E12
0.45,71.42702162190639+2.9096978950889275E-11i,448789.21279036085+1.8282171062754117E-7i,4.073665440638413E-13,1.227395836221743E12
0.45,74.06352834293351-9.000238218496269E-10i,465354.87308219867-5.655016453557194E-6i,-1.2152051650608398E-11,-4.114531557105152E10
0.45,77.42771169456564+1.1082383004178386E-8i,486492.66048783186+6.96326660603904E-5i,1.4313199708000947E-10,3.493279002601386E9
0.5,10.133276639915927+7.682589003110489E-15i,63669.254897505874+4.8271130345443295E-11i,7.581544722511622E-16,6.594962086227191E14
0.5,17.94717998639328-3.620315008934331E-15i,112765.45759581377-2.274711007149792E-11i,-2.0172054950577675E-16,-2.478676571251762E15
0.5,22.215811726712015-1.9662260166518236E-14i,139586.0618283449-1.2354162418420981E-10i,-8.850570219262607E-16,-5.64935351749187E14
0.5,31.812036975486482+1.283296737596698E-14i,199880.92331583038+8.063191206419069E-11i,4.03399737836836E-16,1.2394653568224085E15
0.5,32.41266040325938,203654.75161236088,-1.0499508964709383E-16,-4.762127464061264E15
0.5,36.95607520832287,232201.86875995804,-6.918891899362934E-17,-7.226590721066738E15
0.5,41.256009650628,259219.15366968507,-1.688713211238581E-17,-2.9608343007708016E16
0.5,49.24618166342752+9.099325000574667E-15i,309422.88506234455+5.7172745148862625E-11i,1.8477219336036858E-16,2.706034879527733E15
0.5,60.384425536871184,379406.5353157488,2.4646604521297196E-17,2.0286770113422672E16
0.5,64.05323463547806+1.1113762389758003E-14i,402458.3427389623+6.982982855481257E-11i,1.7350821473740638E-16,2.8817079396310895E15
0.5,67.7550509930236+2.4251404280719224E-11i,425717.54088656954+1.5237606705508715E-7i,3.5792762200439153E-13,1.3969304665563513E12
0.5,68.390304430396+3.988374143459648E-11i,429708.9559506031+2.505969381772062E-7i,5.831782994209071E-13,8.573707226357655E11
0.5,71.6486125965143+2.420968750272392E-10i,450181.50994622085+1.521139528085242E-6i,3.3789471457123124E-12,1.4797508763475952E11
0.5,74.29795405371253-1.8060568334132251E-10i,466827.81326379057-1.1347789759633265E-6i,-2.4308298343014464E-12,-2.0569107427615814E11
0.5,77.31660298690424-9.279693390253884E-9i,485794.54388835403-5.8306033164774726E-5i,-1.2002200086087153E-10,-4.165902887917988E9
0.55,11.116181103584672+5.090597584481039E-15i,69845.02578199058+3.1985167947575154E-11i,4.57944822690902E-16,1.0918345949670969E15
0.55,19.534420711689414-4.805978928165439E-15i,122738.38519995152-3.019685618806378E-11i,-2.4602618112394483E-16,-2.0323040325050058E15
0.55,22.265705157194592-1.845336434559262E-14i,139899.5514976778-1.1594590772425919E-10i,-8.287796957389372E-16,-6.0329663307473E14
0.55,31.528170631132543+1.3718131025619627E-14i,198097.33847178295+8.619355930213767E-11i,4.3510710425024265E-16,1.1491423493568968E15
0.55,32.296722572740066-1.209782613623366E-14i,202926.29273909566-7.60128834279965E-11i,-3.7458370919793533E-16,-1.3348151233554925E15
0.55,36.66771948148749,230390.07629386487,-1.1008974644863358E-16,-4.541749037757058E15
0.55,41.56830866760902,261181.3862646268,2.1073686359216413E-17,2.3726271307123676E16
0.55,49.01601943202502+8.932544245888898E-15i,307976.7331117287+5.612483076150068E-11i,1.8223724303595218E-16,2.7436762742364295E15
0.55,60.92041314717188,382774.2447936204,3.0531848322602847E-17,1.6376342326771222E16
0.55,62.60897654611652+1.538523241683076E-14i,393383.80153211066+9.66682662689741E-11i,2.45735248610849E-16,2.034710131438284E15
0.55,67.69120104155948+1.2052477095381938E-11i,425316.35980966606+7.572794700082229E-8i,1.7805086791091557E-13,2.808186255234463E12
0.55,68.29850559489233+2.452492819003478E-11i,429132.1668561502+1.5409466846326097E-7i,3.5908440421087144E-13,1.3924302869650007E12
0.55,71.87825680081635+1.1580345121773133E-10i,451624.4070365705+7.276145432119374E-7i,1.6111054492965402E-12,3.1034591821306036E11
0.55,74.50190190464396-5.381126763245649E-10i,468109.2554041937-3.38106166148959E-6i,-7.222804553544189E-12,-6.922518756992432E10
0.55,77.20458568066572-4.248284890140627E-9i,485090.71839564625-2.6692761202444628E-5i,-5.502632845816206E-11,-9.086559361854624E9
0.6000000000000001,12.087852429473786,75950.21678022476,-7.676577295064402E-17,-6.513319423247014E15
0.6000000000000001,21.049300141708883-6.1937852348404885E-15i,132256.65337679844-3.8916700383375616E-11i,-2.9425136195229565E-16,-1.6992274791273882E15
0.6000000000000001,22.263529290772595-1.7564809635562198E-14i,139885.88012574473-1.1036295382557081E-10i,-7.889499192224728E-16,-6.337537881907141E14
0.6000000000000001,31.21805352913285+1.0972892058476206E-14i,196148.81525299334+6.894471415908527E-11i,3.5149187146585697E-16,1.4225080025743035E15
0.6000000000000001,32.158390932695355-4.217345846980597E-15i,202057.1294108487-2.649836546104333E-11i,-1.311429373381002E-16,-3.8126338341114605E15
0.6000000000000001,36.43853606760946-6.500467429298329E-15i,228950.0744351372-4.084364144156672E-11i,-1.7839540582083515E-16,-2.8027627600576025E15
0.6000000000000001,41.94090136099432,263522.4552012678,-3.4224077999351114E-17,-1.4609597372045494E16
0.6000000000000001,48.780897673566884,306499.4195335863,1.0333463038371708E-16,4.838648942211607E15
0.6000000000000001,61.15066414442969+1.2824019151245584E-14i,384220.9544765542+8.057568871009589E-11i,2.097118540030402E-16,2.384223831203893E15
0.6000000000000001,61.43130278655016,385984.25906935235,1.6723541635188165E-17,2.9897973222845644E16
0.6000000000000001,67.63998973607217+7.961128401560938E-12i,424994.5896874667+5.0021245001257795E-8i,1.176985453815836E-13,4.2481408617156577E12
0.6000000000000001,68.24005696129554+8.302119323639838E-12i,428764.92326031014+5.2163754152745555E-8i,1.2166049814918302E-13,4.10979740841508E12
0.6000000000000001,72.11277713202648+9.609925539745018E-11i,453097.9417358648+6.038094295441575E-7i,1.3326245253529545E-12,3.7519945827769574E11
0.6000000000000001,74.67015488376634-1.4410700957342464E-9i,469166.42005050473-9.054510452133297E-6i,-1.9299144323156373E-11,-2.590788439257731E10
0.6000000000000001,77.09725277970092+5.632320629478871E-9i,484416.3258893274+3.538891422446612E-5i,7.305475132262837E-11,6.844181808132817E9
0.65,13.045780541440552+9.611716614545561E-15i,81969.05661866862+6.039219660928658E-11i,7.367682281649212E-16,6.786394701700926E14
0.65,22.195066114705448-1.5732924672996692E-14i,139455.71330379677-9.8852881144336E-11i,-7.088478399518155E-16,-7.053699987771535E14
0.65,22.48020557125166+3.741639011916117E-15i,141247.2973476651+2.350941126444129E-11i,1.66441494498655E-16,3.004058582302867E15
0.65,30.89816453736283+1.0157582172003977E-14i,194138.89343997548+6.38219710596047E-11i,3.2874386954995903E-16,1.520940909664675E15
0.65,31.99362611828164+4.197744874165309E-15i,201021.88154978424+2.637520891664389E-11i,1.3120566136036246E-16,3.8108111709198785E15
0.65,36.26567752972738,227863.97220969593,-8.172649723405723E-17,-6.117966839665789E15
0.65,42.38082187520385,266286.55731247604,7.62574638485302E-17,6.556735233067118E15
0.65,48.54800071393216+1.192891476466547E-14i,305036.0847787226+7.49515819799437E-11i,2.4571382115107665E-16,2.0348875682193552E15
0.65,59.69310786940664+1.0665135644826491E-14i,375062.8583049419+6.70110235826511E-11i,1.7866611448944992E-16,2.7985161116240905E15
0.65,61.90468900498336,388958.63240163313,1.4270697583091757E-17,3.503682963560318E16
0.65,67.59761620960117+8.940136344689675E-12i,424728.3489685307+5.617253332513638E-8i,1.3225520138119709E-13,3.7805696470028267E12
0.65,68.21487542953726+6.875812427713075E-12i,428606.7030299543+4.320200362072959E-8i,1.0079637886043585E-13,4.960495661181513E12
0.65,72.34837625200554+6.633013519236602E-10i,454578.25466490164+4.1676453086390975E-6i,9.16815810230811E-12,5.453658133078263E10
0.65,74.79797717310318-3.0895402837323163E-9i,469969.551180796-1.941215411668634E-5i,-4.1305131508867765E-11,-1.2105033484584242E10
0.65,77.00110708230612-1.988133932788849E-8i,483812.2246561078-1.2491813915204062E-4i,-2.5819549979505386E-10,-1.9365170980783231E9
0.7000000000000001,13.986769706075878+1.607125040045335E-14i,87881.46591212049+1.0097864438413251E-10i,1.1490323168381023E-15,4.351487705549448E14
0.7000000000000001,22.047352713113277-1.3983683025504872E-14i,138527.60262923932-8.786207172610879E-11i,-6.342567839080148E-16,-7.883242445105864E14
0.7000000000000001,23.815388099384926-8.146233154779511E-15i,149636.49659083493-5.1184292466969836E-11i,-3.4205754366815896E-16,-1.4617423566751275E15
0.7000000000000001,30.587691853419674+1.0258119908511193E-14i,192188.1360339432+6.445366828844393E-11i,3.353675706447378E-16,1.490901457880258E15
0.7000000000000001,31.7975992425214-1.5914054833185214E-14i,199790.2083641952-9.999095550551962E-11i,-5.004797598651447E-16,-9.990414000652616E14
0.7000000000000001,36.141994808287926,227086.8507515956,-6.616227207079419E-18,-7.557176988495736E16
0.7000000000000001,42.89311815783186,269505.40978840704,-2.292362823049088E-17,-2.1811555961937408E16
0.7000000000000001,48.324846076442995+1.0107743495558438E-14i,303633.9628392217+6.350882542003281E-11i,2.0916245609079508E-16,2.3904863680839335E15
0.7000000000000001,58.25143028060935+8.367269019550983E-15i,366004.5308613207+5.257310176486167E-11i,1.4364057636429E-16,3.4809105661894525E15
0.7000000000000001,62.32947606933444,391627.64824304375,6.491155537956111E-18,7.7027887727588864E16
0.7000000000000001,67.5624818062192+5.5217153083926316E-12i,424507.5930014245+3.469396049612118E-8i,8.17275381361783E-14,6.117888919728333E12
0.7000000000000001,68.2210699233166+7.790332796148093E-12i,428645.6241822541+4.8948104562796956E-8i,1.1419247462557767E-13,4.378572245145183E12
