L,w,w_cubic,alpha,num_vert,num_hori,strain,stress
2.0,0.45,0.091125,0.87266463,1.0,2.0,0.8666666666666667,0.30674714
2.0,0.45,0.091125,0.87266463,1.0,2.0,0.9,0.32487282
2.0,0.45,0.091125,0.87266463,1.0,2.0,0.9333333333333333,0.34420633
2.0,0.45,0.091125,0.87266463,1.0,2.0,0.9666666666666667,0.3652274
2.0,0.45,0.091125,0.87266463,1.0,2.0,1.0,0.38779792
2.2,0.3,0.027,1.2217305,2.0,1.0,0.03333333333333333,0.008289187
2.2,0.3,0.027,1.2217305,2.0,1.0,0.06666666666666667,0.016079888
2.2,0.3,0.027,1.2217305,2.0,1.0,0.1,0.02311124
2.2,0.3,0.027,1.2217305,2.0,1.0,0.13333333333333333,0.02935633
2.2,0.3,0.027,1.2217305,2.0,1.0,0.16666666666666666,0.03502533
2.2,0.3,0.027,1.2217305,2.0,1.0,0.2,0.040496048
2.2,0.3,0.027,1.2217305,2.0,1.0,0.23333333333333334,0.046230618
2.2,0.3,0.027,1.2217305,2.0,1.0,0.26666666666666666,0.05271383
2.2,0.3,0.027,1.2217305,2.0,1.0,0.3,0.06042187
2.2,0.3,0.027,1.2217305,2.0,1.0,0.3333333333333333,0.06981508
2.2,0.3,0.027,1.2217305,2.0,1.0,0.36666666666666664,0.081340715
2.2,0.3,0.027,1.2217305,2.0,1.0,0.4,0.095413215
2.2,0.3,0.027,1.2217305,2.0,1.0,0.43333333333333335,0.11236555
2.2,0.3,0.027,1.2217305,2.0,1.0,0.4666666666666667,0.13238668
2.2,0.3,0.027,1.2217305,2.0,1.0,0.5,0.15547875
2.2,0.3,0.027,1.2217305,2.0,1.0,0.5333333333333333,0.18144578
2.2,0.3,0.027,1.2217305,2.0,1.0,0.5666666666666667,0.2098876
2.2,0.3,0.027,1.2217305,2.0,1.0,0.6,0.2402035
2.2,0.3,0.027,1.2217305,2.0,1.0,0.6333333333333333,0.27164128
2.2,0.3,0.027,1.2217305,2.0,1.0,0.6666666666666666,0.30338198
2.2,0.3,0.027,1.2217305,2.0,1.0,0.7,0.33462474
2.2,0.3,0.027,1.2217305,2.0,1.0,0.7333333333333333,0.3646561
2.2,0.3,0.027,1.2217305,2.0,1.0,0.7666666666666666,0.39290866
2.2,0.3,0.027,1.2217305,2.0,1.0,0.8,0.41900584
2.2,0.3,0.027,1.2217305,2.0,1.0,0.8333333333333334,0.44274172
2.2,0.3,0.027,1.2217305,2.0,1.0,0.8666666666666667,0.464044
2.2,0.3,0.027,1.2217305,2.0,1.0,0.9,0.48296076
2.2,0.3,0.027,1.2217305,2.0,1.0,0.9333333333333333,0.499712
2.2,0.3,0.027,1.2217305,2.0,1.0,0.9666666666666667,0.5147547
2.2,0.3,0.027,1.2217305,2.0,1.0,1.0,0.52878517
2.0,0.25,0.015625,1.2217305,2.0,1.0,0.03333333333333333,0.007016546
2.0,0.25,0.015625,1.2217305,2.0,1.0,0.06666666666666667,0.013610698
2.0,0.25,0.015625,1.2217305,2.0,1.0,0.1,0.01957152
2.0,0.25,0.015625,1.2217305,2.0,1.0,0.13333333333333333,0.024871344
2.0,0.25,0.015625,1.2217305,2.0,1.0,0.16666666666666666,0.02968166
2.0,0.25,0.015625,1.2217305,2.0,1.0,0.2,0.034315266
2.0,0.25,0.015625,1.2217305,2.0,1.0,0.23333333333333334,0.039159723
2.0,0.25,0.015625,1.2217305,2.0,1.0,0.26666666666666666,0.04462795
2.0,0.25,0.015625,1.2217305,2.0,1.0,0.3,0.051135853
2.0,0.25,0.015625,1.2217305,2.0,1.0,0.3333333333333333,0.05909634
2.0,0.25,0.015625,1.2217305,2.0,1.0,0.36666666666666664,0.06891157
2.0,0.25,0.015625,1.2217305,2.0,1.0,0.4,0.08095328
2.0,0.25,0.015625,1.2217305,2.0,1.0,0.43333333333333335,0.095523335
2.0,0.25,0.015625,1.2217305,2.0,1.0,0.4666666666666667,0.112815954
2.0,0.25,0.015625,1.2217305,2.0,1.0,0.5,0.13287735
2.0,0.25,0.015625,1.2217305,2.0,1.0,0.5333333333333333,0.15558149
2.0,0.25,0.015625,1.2217305,2.0,1.0,0.5666666666666667,0.18061584
2.0,0.25,0.015625,1.2217305,2.0,1.0,0.6,0.2074919
2.0,0.25,0.015625,1.2217305,2.0,1.0,0.6333333333333333,0.23557544
2.0,0.25,0.015625,1.2217305,2.0,1.0,0.6666666666666666,0.2641409
2.0,0.25,0.015625,1.2217305,2.0,1.0,0.7,0.29244414
2.0,0.25,0.015625,1.2217305,2.0,1.0,0.7333333333333333,0.31979963
2.0,0.25,0.015625,1.2217305,2.0,1.0,0.7666666666666666,0.3456535
2.0,0.25,0.015625,1.2217305,2.0,1.0,0.8,0.36962563
2.0,0.25,0.015625,1.2217305,2.0,1.0,0.8333333333333334,0.39151257
2.0,0.25,0.015625,1.2217305,2.0,1.0,0.8666666666666667,0.41126877
2.0,0.25,0.015625,1.2217305,2.0,1.0,0.9,0.4289849
2.0,0.25,0.015625,1.2217305,2.0,1.0,0.9333333333333333,0.44489998
2.0,0.25,0.015625,1.2217305,2.0,1.0,0.9666666666666667,0.45942777
2.0,0.25,0.015625,1.2217305,2.0,1.0,1.0,0.47313192
2.0,0.5,0.125,1.134464,4.0,2.0,0.03333333333333333,0.034171227
2.0,0.5,0.125,1.134464,4.0,2.0,0.06666666666666667,0.067115396
2.0,0.5,0.125,1.134464,4.0,2.0,0.1,0.09798152
2.0,0.5,0.125,1.134464,4.0,2.0,0.13333333333333333,0.12631127
2.0,0.5,0.125,1.134464,4.0,2.0,0.16666666666666666,0.1519023
2.0,0.5,0.125,1.134464,4.0,2.0,0.2,0.17480306
2.0,0.5,0.125,1.134464,4.0,2.0,0.23333333333333334,0.19528356
2.0,0.5,0.125,1.134464,4.0,2.0,0.26666666666666666,0.21366775
2.0,0.5,0.125,1.134464,4.0,2.0,0.3,0.23031129
2.0,0.5,0.125,1.134464,4.0,2.0,0.3333333333333333,0.24559614
2.0,0.5,0.125,1.134464,4.0,2.0,0.36666666666666664,0.25988746
2.0,0.5,0.125,1.134464,4.0,2.0,0.4,0.27365062
2.0,0.5,0.125,1.134464,4.0,2.0,0.43333333333333335,0.28746685
2.0,0.5,0.125,1.134464,4.0,2.0,0.4666666666666667,0.30182943
2.0,0.5,0.125,1.134464,4.0,2.0,0.5,0.3171731
2.0,0.5,0.125,1.134464,4.0,2.0,0.5333333333333333,0.33393714
2.0,0.5,0.125,1.134464,4.0,2.0,0.5666666666666667,0.35235325
2.0,0.5,0.125,1.134464,4.0,2.0,0.6,0.372453
2.0,0.5,0.125,1.134464,4.0,2.0,0.6333333333333333,0.39436907
2.0,0.5,0.125,1.134464,4.0,2.0,0.6666666666666666,0.4185377
2.0,0.5,0.125,1.134464,4.0,2.0,0.7,0.44518262
2.0,0.5,0.125,1.134464,4.0,2.0,0.7333333333333333,0.47370392
2.0,0.5,0.125,1.134464,4.0,2.0,0.7666666666666666,0.50322884
2.0,0.5,0.125,1.134464,4.0,2.0,0.8,0.5331924
2.0,0.5,0.125,1.134464,4.0,2.0,0.8333333333333334,0.5633577
2.0,0.5,0.125,1.134464,4.0,2.0,0.8666666666666667,0.59401816
2.0,0.5,0.125,1.134464,4.0,2.0,0.9,0.6256332
2.0,0.5,0.125,1.134464,4.0,2.0,0.9333333333333333,0.6576591
2.0,0.5,0.125,1.134464,4.0,2.0,0.9666666666666667,0.6889481
2.0,0.5,0.125,1.134464,4.0,2.0,1.0,0.7192742
2.0,0.35,0.042875,1.2217305,4.0,3.0,0.03333333333333333,0.01632593
2.0,0.35,0.042875,1.2217305,4.0,3.0,0.06666666666666667,0.03147881
2.0,0.35,0.042875,1.2217305,4.0,3.0,0.1,0.044762246
2.0,0.35,0.042875,1.2217305,4.0,3.0,0.13333333333333333,0.056136847
2.0,0.35,0.042875,1.2217305,4.0,3.0,0.16666666666666666,0.06618441
2.0,0.35,0.042875,1.2217305,4.0,3.0,0.2,0.07547004
2.0,0.35,0.042875,1.2217305,4.0,3.0,0.23333333333333334,0.0843792
2.0,0.35,0.042875,1.2217305,4.0,3.0,0.26666666666666666,0.093284614
2.0,0.35,0.042875,1.2217305,4.0,3.0,0.3,0.10259084
2.0,0.35,0.042875,1.2217305,4.0,3.0,0.3333333333333333,0.11271866
2.0,0.35,0.042875,1.2217305,4.0,3.0,0.36666666666666664,0.124181665
2.0,0.35,0.042875,1.2217305,4.0,3.0,0.4,0.13761063
2.0,0.35,0.042875,1.2217305,4.0,3.0,0.43333333333333335,0.15318339
2.0,0.35,0.042875,1.2217305,4.0,3.0,0.4666666666666667,0.17084041
2.0,0.35,0.042875,1.2217305,4.0,3.0,0.5,0.1906217
2.0,0.35,0.042875,1.2217305,4.0,3.0,0.5333333333333333,0.21299027
2.0,0.35,0.042875,1.2217305,4.0,3.0,0.5666666666666667,0.23872502
2.0,0.35,0.042875,1.2217305,4.0,3.0,0.6,0.26701048
2.0,0.35,0.042875,1.2217305,4.0,3.0,0.6333333333333333,0.2966368
2.0,0.35,0.042875,1.2217305,4.0,3.0,0.6666666666666666,0.32687348
2.0,0.35,0.042875,1.2217305,4.0,3.0,0.7,0.35720268
2.0,0.35,0.042875,1.2217305,4.0,3.0,0.7333333333333333,0.38806015
2.0,0.35,0.042875,1.2217305,4.0,3.0,0.7666666666666666,0.41982254
2.0,0.35,0.042875,1.2217305,4.0,3.0,0.8,0.45110387
2.0,0.35,0.042875,1.2217305,4.0,3.0,0.8333333333333334,0.48229066
2.0,0.35,0.042875,1.2217305,4.0,3.0,0.8666666666666667,0.5134425
2.0,0.35,0.042875,1.2217305,4.0,3.0,0.9,0.5428462
2.0,0.35,0.042875,1.2217305,4.0,3.0,0.9333333333333333,0.5698686
2.0,0.35,0.042875,1.2217305,4.0,3.0,0.9666666666666667,0.59451467
2.0,0.35,0.042875,1.2217305,4.0,3.0,1.0,0.61733055
2.2,0.25,0.015625,1.0471976,1.0,2.0,0.03333333333333333,0.005907521
2.2,0.25,0.015625,1.0471976,1.0,2.0,0.06666666666666667,0.0110573
2.2,0.25,0.015625,1.0471976,1.0,2.0,0.1,0.015258989
2.2,0.25,0.015625,1.0471976,1.0,2.0,0.13333333333333333,0.018444428
2.2,0.25,0.015625,1.0471976,1.0,2.0,0.16666666666666666,0.020831428
2.2,0.25,0.015625,1.0471976,1.0,2.0,0.2,0.022837842
2.2,0.25,0.015625,1.0471976,1.0,2.0,0.23333333333333334,0.0246425
2.2,0.25,0.015625,1.0471976,1.0,2.0,0.26666666666666666,0.026267987
2.2,0.25,0.015625,1.0471976,1.0,2.0,0.3,0.027895732
2.2,0.25,0.015625,1.0471976,1.0,2.0,0.3333333333333333,0.029682424
2.2,0.25,0.015625,1.0471976,1.0,2.0,0.36666666666666664,0.031921424
2.2,0.25,0.015625,1.0471976,1.0,2.0,0.4,0.03493828
2.2,0.25,0.015625,1.0471976,1.0,2.0,0.43333333333333335,0.03877113
2.2,0.25,0.015625,1.0471976,1.0,2.0,0.4666666666666667,0.043682486
2.2,0.25,0.015625,1.0471976,1.0,2.0,0.5,0.050006505
2.2,0.25,0.015625,1.0471976,1.0,2.0,0.5333333333333333,0.05792091
2.2,0.25,0.015625,1.0471976,1.0,2.0,0.5666666666666667,0.06763947
2.2,0.25,0.015625,1.0471976,1.0,2.0,0.6,0.07930712
2.2,0.25,0.015625,1.0471976,1.0,2.0,0.6333333333333333,0.09298792
2.2,0.25,0.015625,1.0471976,1.0,2.0,0.6666666666666666,0.10872379
2.2,0.25,0.015625,1.0471976,1.0,2.0,0.7,0.12679502
2.2,0.25,0.015625,1.0471976,1.0,2.0,0.7333333333333333,0.14776938
2.2,0.25,0.015625,1.0471976,1.0,2.0,0.7666666666666666,0.17129153
2.2,0.25,0.015625,1.0471976,1.0,2.0,0.8,0.1962028
2.2,0.25,0.015625,1.0471976,1.0,2.0,0.8333333333333334,0.22145878
2.2,0.25,0.015625,1.0471976,1.0,2.0,0.8666666666666667,0.24633487
2.2,0.25,0.015625,1.0471976,1.0,2.0,0.9,0.27061465
2.2,0.25,0.015625,1.0471976,1.0,2.0,0.9333333333333333,0.29391348
2.2,0.25,0.015625,1.0471976,1.0,2.0,0.9666666666666667,0.3157454
2.2,0.25,0.015625,1.0471976,1.0,2.0,1.0,0.33616024
2.2,0.25,0.015625,1.134464,2.0,1.0,0.03333333333333333,0.007852791
2.2,0.25,0.015625,1.134464,2.0,1.0,0.06666666666666667,0.014833141
2.2,0.25,0.015625,1.134464,2.0,1.0,0.1,0.020473482
2.2,0.25,0.015625,1.134464,2.0,1.0,0.13333333333333333,0.024637667
2.2,0.25,0.015625,1.134464,2.0,1.0,0.16666666666666666,0.02748028
2.2,0.25,0.015625,1.134464,2.0,1.0,0.2,0.029351357
2.2,0.25,0.015625,1.134464,2.0,1.0,0.23333333333333334,0.030708646
2.2,0.25,0.015625,1.134464,2.0,1.0,0.26666666666666666,0.032053843
2.2,0.25,0.015625,1.134464,2.0,1.0,0.3,0.033901248
2.2,0.25,0.015625,1.134464,2.0,1.0,0.3333333333333333,0.03677215
2.2,0.25,0.015625,1.134464,2.0,1.0,0.36666666666666664,0.04118998
2.2,0.25,0.015625,1.134464,2.0,1.0,0.4,0.04766671
2.2,0.25,0.015625,1.134464,2.0,1.0,0.43333333333333335,0.056674913
2.2,0.25,0.015625,1.134464,2.0,1.0,0.4666666666666667,0.06860576
2.2,0.25,0.015625,1.134464,2.0,1.0,0.5,0.083713904
2.2,0.25,0.015625,1.134464,2.0,1.0,0.5333333333333333,0.10207313
2.2,0.25,0.015625,1.134464,2.0,1.0,0.5666666666666667,0.12355602
2.2,0.25,0.015625,1.134464,2.0,1.0,0.6,0.14782862
2.2,0.25,0.015625,1.134464,2.0,1.0,0.6333333333333333,0.17436641
2.2,0.25,0.015625,1.134464,2.0,1.0,0.6666666666666666,0.2024731
2.2,0.25,0.015625,1.134464,2.0,1.0,0.7,0.23132844
2.2,0.25,0.015625,1.134464,2.0,1.0,0.7333333333333333,0.26005745
2.2,0.25,0.015625,1.134464,2.0,1.0,0.7666666666666666,0.28783125
2.2,0.25,0.015625,1.134464,2.0,1.0,0.8,0.31397417
2.2,0.25,0.015625,1.134464,2.0,1.0,0.8333333333333334,0.33801466
2.2,0.25,0.015625,1.134464,2.0,1.0,0.8666666666666667,0.35968214
2.2,0.25,0.015625,1.134464,2.0,1.0,0.9,0.378892
2.2,0.25,0.015625,1.134464,2.0,1.0,0.9333333333333333,0.39578795
2.2,0.25,0.015625,1.134464,2.0,1.0,0.9666666666666667,0.41081315
2.2,0.25,0.015625,1.134464,2.0,1.0,1.0,0.42471224
1.8,0.3,0.027,1.134464,1.0,3.0,0.03333333333333333,0.008293556
1.8,0.3,0.027,1.134464,1.0,3.0,0.06666666666666667,0.016542727
1.8,0.3,0.027,1.134464,1.0,3.0,0.1,0.024490776
1.8,0.3,0.027,1.134464,1.0,3.0,0.13333333333333333,0.03221722
1.8,0.3,0.027,1.134464,1.0,3.0,0.16666666666666666,0.03973419
1.8,0.3,0.027,1.134464,1.0,3.0,0.2,0.04718214
1.8,0.3,0.027,1.134464,1.0,3.0,0.23333333333333334,0.05478062
1.8,0.3,0.027,1.134464,1.0,3.0,0.26666666666666666,0.06259068
1.8,0.3,0.027,1.134464,1.0,3.0,0.3,0.070692085
1.8,0.3,0.027,1.134464,1.0,3.0,0.3333333333333333,0.079220854
1.8,0.3,0.027,1.134464,1.0,3.0,0.36666666666666664,0.08823984
1.8,0.3,0.027,1.134464,1.0,3.0,0.4,0.09772912
1.8,0.3,0.027,1.134464,1.0,3.0,0.43333333333333335,0.10776663
1.8,0.3,0.027,1.134464,1.0,3.0,0.4666666666666667,0.1185143
1.8,0.3,0.027,1.134464,1.0,3.0,0.5,0.13022964
1.8,0.3,0.027,1.134464,1.0,3.0,0.5333333333333333,0.14301626
1.8,0.3,0.027,1.134464,1.0,3.0,0.5666666666666667,0.15677245
1.8,0.3,0.027,1.134464,1.0,3.0,0.6,0.17111963
1.8,0.3,0.027,1.134464,1.0,3.0,0.6333333333333333,0.18559931
1.8,0.3,0.027,1.134464,1.0,3.0,0.6666666666666666,0.20145176
1.8,0.3,0.027,1.134464,1.0,3.0,0.7,0.21987787
1.8,0.3,0.027,1.134464,1.0,3.0,0.7333333333333333,0.24065079
1.8,0.3,0.027,1.134464,1.0,3.0,0.7666666666666666,0.26349038
1.8,0.3,0.027,1.134464,1.0,3.0,0.8,0.28760704
1.8,0.3,0.027,1.134464,1.0,3.0,0.8333333333333334,0.3123486
1.8,0.3,0.027,1.134464,1.0,3.0,0.8666666666666667,0.33736032
1.8,0.3,0.027,1.134464,1.0,3.0,0.9,0.3623432
1.8,0.3,0.027,1.134464,1.0,3.0,0.9333333333333333,0.38682517
1.8,0.3,0.027,1.134464,1.0,3.0,0.9666666666666667,0.41050234
1.8,0.3,0.027,1.134464,1.0,3.0,1.0,0.43348283
1.8,0.45,0.091125,0.87266463,4.0,4.0,0.03333333333333333,0.040240623
1.8,0.45,0.091125,0.87266463,4.0,4.0,0.06666666666666667,0.079289965
1.8,0.45,0.091125,0.87266463,4.0,4.0,0.1,0.11559928
1.8,0.45,0.091125,0.87266463,4.0,4.0,0.13333333333333333,0.14956051
1.8,0.45,0.091125,0.87266463,4.0,4.0,0.16666666666666666,0.18101525
1.8,0.45,0.091125,0.87266463,4.0,4.0,0.2,0.20958051
1.8,0.45,0.091125,0.87266463,4.0,4.0,0.23333333333333334,0.2349523
1.8,0.45,0.091125,0.87266463,4.0,4.0,0.26666666666666666,0.25735512
1.8,0.45,0.091125,0.87266463,4.0,4.0,0.3,0.27676368
1.8,0.45,0.091125,0.87266463,4.0,4.0,0.3333333333333333,0.2929338
1.8,0.45,0.091125,0.87266463,4.0,4.0,0.36666666666666664,0.30613667
1.8,0.45,0.091125,0.87266463,4.0,4.0,0.4,0.31677052
1.8,0.45,0.091125,0.87266463,4.0,4.0,0.43333333333333335,0.32493758
1.8,0.45,0.091125,0.87266463,4.0,4.0,0.4666666666666667,0.33100596
1.8,0.45,0.091125,0.87266463,4.0,4.0,0.5,0.33543974
1.8,0.45,0.091125,0.87266463,4.0,4.0,0.5333333333333333,0.33878645
1.8,0.45,0.091125,0.87266463,4.0,4.0,0.5666666666666667,0.34133378
1.8,0.45,0.091125,0.87266463,4.0,4.0,0.6,0.3430114
1.8,0.45,0.091125,0.87266463,4.0,4.0,0.6333333333333333,0.34402037
1.8,0.45,0.091125,0.87266463,4.0,4.0,0.6666666666666666,0.34501132
1.8,0.45,0.091125,0.87266463,4.0,4.0,0.7,0.34840524
1.8,0.45,0.091125,0.87266463,4.0,4.0,0.7333333333333333,0.35299718
1.8,0.45,0.091125,0.87266463,4.0,4.0,0.7666666666666666,0.35783306
1.8,0.45,0.091125,0.87266463,4.0,4.0,0.8,0.36386418
1.8,0.45,0.091125,0.87266463,4.0,4.0,0.8333333333333334,0.37233263
1.8,0.45,0.091125,0.87266463,4.0,4.0,0.8666666666666667,0.3830572
1.8,0.45,0.091125,0.87266463,4.0,4.0,0.9,0.39692664
1.8,0.45,0.091125,0.87266463,4.0,4.0,0.9333333333333333,0.41493315
1.8,0.45,0.091125,0.87266463,4.0,4.0,0.9666666666666667,0.43589872
1.8,0.45,0.091125,0.87266463,4.0,4.0,1.0,0.45844495
2.0,0.3,0.027,1.0471976,3.0,1.0,0.03333333333333333,0.0175724
2.0,0.3,0.027,1.0471976,3.0,1.0,0.06666666666666667,0.03378718
2.0,0.3,0.027,1.0471976,3.0,1.0,0.1,0.04778514
2.0,0.3,0.027,1.0471976,3.0,1.0,0.13333333333333333,0.059065737
2.0,0.3,0.027,1.0471976,3.0,1.0,0.16666666666666666,0.067549445
2.0,0.3,0.027,1.0471976,3.0,1.0,0.2,0.07347688
2.0,0.3,0.027,1.0471976,3.0,1.0,0.23333333333333334,0.07728718
2.0,0.3,0.027,1.0471976,3.0,1.0,0.26666666666666666,0.07952562
2.0,0.3,0.027,1.0471976,3.0,1.0,0.3,0.0807875
2.0,0.3,0.027,1.0471976,3.0,1.0,0.3333333333333333,0.08168847
2.0,0.3,0.027,1.0471976,3.0,1.0,0.36666666666666664,0.08284976
2.0,0.3,0.027,1.0471976,3.0,1.0,0.4,0.08489187
2.0,0.3,0.027,1.0471976,3.0,1.0,0.43333333333333335,0.08842823
2.0,0.3,0.027,1.0471976,3.0,1.0,0.4666666666666667,0.0940529
2.0,0.3,0.027,1.0471976,3.0,1.0,0.5,0.10231814
2.0,0.3,0.027,1.0471976,3.0,1.0,0.5333333333333333,0.113701016
2.0,0.3,0.027,1.0471976,3.0,1.0,0.5666666666666667,0.1285633
2.0,0.3,0.027,1.0471976,3.0,1.0,0.6,0.1470927
2.0,0.3,0.027,1.0471976,3.0,1.0,0.6333333333333333,0.16926007
2.0,0.3,0.027,1.0471976,3.0,1.0,0.6666666666666666,0.19480444
2.0,0.3,0.027,1.0471976,3.0,1.0,0.7,0.22325812
2.0,0.3,0.027,1.0471976,3.0,1.0,0.7333333333333333,0.25400808
2.0,0.3,0.027,1.0471976,3.0,1.0,0.7666666666666666,0.2863453
2.0,0.3,0.027,1.0471976,3.0,1.0,0.8,0.31949726
2.0,0.3,0.027,1.0471976,3.0,1.0,0.8333333333333334,0.35267788
2.0,0.3,0.027,1.0471976,3.0,1.0,0.8666666666666667,0.3851701
2.0,0.3,0.027,1.0471976,3.0,1.0,0.9,0.41645843
2.0,0.3,0.027,1.0471976,3.0,1.0,0.9333333333333333,0.44633892
2.0,0.3,0.027,1.0471976,3.0,1.0,0.9666666666666667,0.47497964
2.0,0.3,0.027,1.0471976,3.0,1.0,1.0,0.502836
2.2,0.5,0.125,0.9599311,1.0,4.0,0.03333333333333333,0.012563766
2.2,0.5,0.125,0.9599311,1.0,4.0,0.06666666666666667,0.024194987
2.2,0.5,0.125,0.9599311,1.0,4.0,0.1,0.03533562
2.2,0.5,0.125,0.9599311,1.0,4.0,0.13333333333333333,0.046220858
2.2,0.5,0.125,0.9599311,1.0,4.0,0.16666666666666666,0.056970615
2.2,0.5,0.125,0.9599311,1.0,4.0,0.2,0.06751111
2.2,0.5,0.125,0.9599311,1.0,4.0,0.23333333333333334,0.07856644
2.2,0.5,0.125,0.9599311,1.0,4.0,0.26666666666666666,0.08876323
2.2,0.5,0.125,0.9599311,1.0,4.0,0.3,0.09916607
2.2,0.5,0.125,0.9599311,1.0,4.0,0.3333333333333333,0.10944596
2.2,0.5,0.125,0.9599311,1.0,4.0,0.36666666666666664,0.119675405
2.2,0.5,0.125,0.9599311,1.0,4.0,0.4,0.13027295
2.2,0.5,0.125,0.9599311,1.0,4.0,0.43333333333333335,0.14146063
2.2,0.5,0.125,0.9599311,1.0,4.0,0.4666666666666667,0.15284838
2.2,0.5,0.125,0.9599311,1.0,4.0,0.5,0.1644207
2.2,0.5,0.125,0.9599311,1.0,4.0,0.5333333333333333,0.17653756
2.2,0.5,0.125,0.9599311,1.0,4.0,0.5666666666666667,0.18996356
2.2,0.5,0.125,0.9599311,1.0,4.0,0.6,0.20409937
2.2,0.5,0.125,0.9599311,1.0,4.0,0.6333333333333333,0.21888788
2.2,0.5,0.125,0.9599311,1.0,4.0,0.6666666666666666,0.2342661
2.2,0.5,0.125,0.9599311,1.0,4.0,0.7,0.2503329
2.2,0.5,0.125,0.9599311,1.0,4.0,0.7333333333333333,0.26715612
2.2,0.5,0.125,0.9599311,1.0,4.0,0.7666666666666666,0.28489652
2.2,0.5,0.125,0.9599311,1.0,4.0,0.8,0.30370474
2.2,0.5,0.125,0.9599311,1.0,4.0,0.8333333333333334,0.32339308
2.2,0.5,0.125,0.9599311,1.0,4.0,0.8666666666666667,0.3437293
2.2,0.5,0.125,0.9599311,1.0,4.0,0.9,0.36454952
2.2,0.5,0.125,0.9599311,1.0,4.0,0.9333333333333333,0.3857166
2.2,0.5,0.125,0.9599311,1.0,4.0,0.9666666666666667,0.40730208
2.2,0.5,0.125,0.9599311,1.0,4.0,1.0,0.43025398
1.8,0.5,0.125,0.9599311,3.0,4.0,0.03333333333333333,0.03450833
1.8,0.5,0.125,0.9599311,3.0,4.0,0.06666666666666667,0.06868423
1.8,0.5,0.125,0.9599311,3.0,4.0,0.1,0.10111557
1.8,0.5,0.125,0.9599311,3.0,4.0,0.13333333333333333,0.13190359
1.8,0.5,0.125,0.9599311,3.0,4.0,0.16666666666666666,0.16134802
1.8,0.5,0.125,0.9599311,3.0,4.0,0.2,0.18901889
1.8,0.5,0.125,0.9599311,3.0,4.0,0.23333333333333334,0.21451232
1.8,0.5,0.125,0.9599311,3.0,4.0,0.26666666666666666,0.23842482
1.8,0.5,0.125,0.9599311,3.0,4.0,0.3,0.2606369
1.8,0.5,0.125,0.9599311,3.0,4.0,0.3333333333333333,0.28085786
1.8,0.5,0.125,0.9599311,3.0,4.0,0.36666666666666664,0.29947332
1.8,0.5,0.125,0.9599311,3.0,4.0,0.4,0.31682947
1.8,0.5,0.125,0.9599311,3.0,4.0,0.43333333333333335,0.33263004
1.8,0.5,0.125,0.9599311,3.0,4.0,0.4666666666666667,0.34692734
1.8,0.5,0.125,0.9599311,3.0,4.0,0.5,0.36006096
1.8,0.5,0.125,0.9599311,3.0,4.0,0.5333333333333333,0.37270826
1.8,0.5,0.125,0.9599311,3.0,4.0,0.5666666666666667,0.38536218
1.8,0.5,0.125,0.9599311,3.0,4.0,0.6,0.39769664
1.8,0.5,0.125,0.9599311,3.0,4.0,0.6333333333333333,0.40974763
1.8,0.5,0.125,0.9599311,3.0,4.0,0.6666666666666666,0.42170733
1.8,0.5,0.125,0.9599311,3.0,4.0,0.7,0.43373165
1.8,0.5,0.125,0.9599311,3.0,4.0,0.7333333333333333,0.44600928
1.8,0.5,0.125,0.9599311,3.0,4.0,0.7666666666666666,0.45868808
1.8,0.5,0.125,0.9599311,3.0,4.0,0.8,0.47186884
1.8,0.5,0.125,0.9599311,3.0,4.0,0.8333333333333334,0.48563653
1.8,0.5,0.125,0.9599311,3.0,4.0,0.8666666666666667,0.50009894
1.8,0.5,0.125,0.9599311,3.0,4.0,0.9,0.51530236
1.8,0.5,0.125,0.9599311,3.0,4.0,0.9333333333333333,0.5312249
1.8,0.5,0.125,0.9599311,3.0,4.0,0.9666666666666667,0.5488123
1.8,0.5,0.125,0.9599311,3.0,4.0,1.0,0.56911963
2.2,0.4,0.064,1.134464,2.0,2.0,0.03333333333333333,0.015007805
2.2,0.4,0.064,1.134464,2.0,2.0,0.06666666666666667,0.02897599
2.2,0.4,0.064,1.134464,2.0,2.0,0.1,0.041535374
2.2,0.4,0.064,1.134464,2.0,2.0,0.13333333333333333,0.052826617
2.2,0.4,0.064,1.134464,2.0,2.0,0.16666666666666666,0.06330394
2.2,0.4,0.064,1.134464,2.0,2.0,0.2,0.07315718
2.2,0.4,0.064,1.134464,2.0,2.0,0.23333333333333334,0.08242592
2.2,0.4,0.064,1.134464,2.0,2.0,0.26666666666666666,0.0913927
2.2,0.4,0.064,1.134464,2.0,2.0,0.3,0.1004378
2.2,0.4,0.064,1.134464,2.0,2.0,0.3333333333333333,0.10988303
2.2,0.4,0.064,1.134464,2.0,2.0,0.36666666666666664,0.119961716
2.2,0.4,0.064,1.134464,2.0,2.0,0.4,0.13101818
2.2,0.4,0.064,1.134464,2.0,2.0,0.43333333333333335,0.14344537
2.2,0.4,0.064,1.134464,2.0,2.0,0.4666666666666667,0.15748754
2.2,0.4,0.064,1.134464,2.0,2.0,0.5,0.1734542
2.2,0.4,0.064,1.134464,2.0,2.0,0.5333333333333333,0.19184507
2.2,0.4,0.064,1.134464,2.0,2.0,0.5666666666666667,0.21294875
2.2,0.4,0.064,1.134464,2.0,2.0,0.6,0.23650755
2.2,0.4,0.064,1.134464,2.0,2.0,0.6333333333333333,0.26206145
